,_id,SOZIETATEA_EU/SOCIEDAD_EU,SOZIETATEA_CAS/SOCIEDAD_CAS,EKITALDIA/EJERCICIO,SAILA/DEPARTAMENTO,SAILAREN DESKRIBAPENA_EU/DESCRIPCION DEPARTAMENTO_EU,SAILAREN DESKRIBAPENA_EU/DESCRIPCION DEPARTAMENTO_CAS,ZENTRU KUDEATZAILEA/CENTRO GESTOR,ZENTRO KUDEATZAILEAREN DESKR._EUS/DESCR. CENTRO GESTOR_EUS,ZENTRO KUDEATZAILEAREN DESKR._CAS/DESCR. CENTRO GESTOR_CAS,GASTU ARLOA/AREA DE GASTO,GASTU ARLOAREN DESKRIBAPENA_EUS/DESCRIPCION AREA DE GASTO_EUS,GASTU ARLOAREN DESKRIBAPENA_CAS/DESCRIPCION AREA DE GASTO_CAS,GASTU POLITIKA/POLITICA DE GASTO,GASTU POLITIKAREN DESKR.EUS/DESCR. POLITICA DE GASTO_EUS,GASTU POLITIKAREN DESKR._CAS/DESCR. POLITICA DE GASTO_CAS,TALDEA/GRUPO,TALDEAREN DESKRIBAPENA_EUS/DESCRIPCION GRUPO_EUS,TALDEAREN DESKRIBAPENA_CAS/DESCRIPCION GRUPO_CAS,PROGRAMA/PROGRAMA,PROGRAMAREN DESKRIBAPENA_EUS/DESCRIPCION PROGRAMA_EUS,PROGRAMAREN DESKRIBAPENA_CAS/DESCRIPCION PROGRAMA_CAS,KAPITULUA/CAPITULO,KAPITULUAREN DESKRIBAPENA_EUS/DESCRIPCION CAPITULO_EUS,KAPITULUAREN DESKRIBAPENA_CAS/DESCRIPCION CAPITULO_CAS,ARTIKULUA/ARTICULO,ARTIKULUAREN DESKRIBAPENA_EUS/DESCRIPCION ARTICULO_EUS,ARTIKULUAREN DESKRIBAPENA_CAS/DESCRIPCION ARTICULO_CAS,KONTZEPTUA/CONCEPTO,KONTZEPTUAREN DESKRIBAPENA_EUS/DESCRIPCION CONCEPTO_EUS,KONTZEPTUAREN DESKRIBAPENA_CAS/DESCRIPCION CONCEPTO_CAS,AZPIKONTZEPTUA/SUBCONCEPTO,AZPIKONTZEPTUAREN DESKRIBAPENA_EUS/DESCRIPCION SUBCONCEPTO_EUS,AZPIKONTZEPTUAREN DESKRIBAPENA_CAS/DESCRIPCION SUBCONCEPTO_CAS,PROIEKTUA/PROYECTO,PROIEKTUAREN DESKRIBAPENA/DESCRIPCION PROYECTO,HASIERAKO KREDITUA/CREDITO INICIAL 2023
1080,1081,UDAL,UDAL,2023,320,"LANKIDETZA, BIZIKIDETZA ETA JAIAK","COOPERACIÓN, CONVIVENCIA Y FIESTAS",3200,"LANKIDETZA, BIZIKIDETZA ETA JAIAK","COOPERACIÓN, CONVIVENCIA Y FIESTAS",2,BABES ETA SUSTAPEN SOZIALEKO JARDUKETAK,ACTUACIONES DE PROTECCIÓN Y PROMOCIÓN SOCIAL,23,GIZARTE-ZERBITZUAK ETA GIZARTE-SUSTAPENA,SERVICIOS SOCIALES Y PROMOCIÓN SOCIAL,231,LEHEN MAILAKO GIZARTE-LAGUNTZA,ASISTENCIA SOCIAL PRIMARIA,2319,NAZIOARTEKO GARAPENERAKO LANKIDETZARAKO LAGUNTZAK,AYUDAS A LA COOPERACIÓN DESARROLLO INTERNACIONAL,4,TRANSFERENTZIA ARRUNTAK,TRANSFERENCIAS CORRIENTES,48,TRANSFERENTZIA ARRUNTAK FAMILIEI ETA IRABAZI ASMORIK GABEKO ERAKUNDEETARA,TRANSFERENCIAS CORRIENTES A FAMILIAS E INSTITUCION,481,TRANSFERENTZIA ARRUNTAK IRABAZI ASMORIK GABEKO ERAKUNDEETARA,TRANSFERENCIAS CORRIENTES A INSTITUCIONES SIN FINE,48199,BESTE TRANSFERENTZIA ARRUNT BATZUK IRABAZI ASMORIK GABEKO ERAKUNDEETARA,OTRAS TRANSFERENCIAS CORRIENTES A INSTITUCIONES SI,2023/00218,Urteko diru-laguntze-deialdia-Hezkuntza gizartea aldatzeko/ Convocatoria de Subvenciones de Proyectos de Educación para la Transformación Social ANUAL,"180.000,00"
1081,1082,UDAL,UDAL,2023,320,"LANKIDETZA, BIZIKIDETZA ETA JAIAK","COOPERACIÓN, CONVIVENCIA Y FIESTAS",3200,"LANKIDETZA, BIZIKIDETZA ETA JAIAK","COOPERACIÓN, CONVIVENCIA Y FIESTAS",2,BABES ETA SUSTAPEN SOZIALEKO JARDUKETAK,ACTUACIONES DE PROTECCIÓN Y PROMOCIÓN SOCIAL,23,GIZARTE-ZERBITZUAK ETA GIZARTE-SUSTAPENA,SERVICIOS SOCIALES Y PROMOCIÓN SOCIAL,231,LEHEN MAILAKO GIZARTE-LAGUNTZA,ASISTENCIA SOCIAL PRIMARIA,2319,NAZIOARTEKO GARAPENERAKO LANKIDETZARAKO LAGUNTZAK,AYUDAS A LA COOPERACIÓN DESARROLLO INTERNACIONAL,4,TRANSFERENTZIA ARRUNTAK,TRANSFERENCIAS CORRIENTES,48,TRANSFERENTZIA ARRUNTAK FAMILIEI ETA IRABAZI ASMORIK GABEKO ERAKUNDEETARA,TRANSFERENCIAS CORRIENTES A FAMILIAS E INSTITUCION,481,TRANSFERENTZIA ARRUNTAK IRABAZI ASMORIK GABEKO ERAKUNDEETARA,TRANSFERENCIAS CORRIENTES A INSTITUCIONES SIN FINE,48199,BESTE TRANSFERENTZIA ARRUNT BATZUK IRABAZI ASMORIK GABEKO ERAKUNDEETARA,OTRAS TRANSFERENCIAS CORRIENTES A INSTITUCIONES SI,2023/00221,Nazioarteko lankidetzako urteko diru-laguntzen deialdia 2023(gastu arrrunta)/ Convocatoria de subvenciones 2023 de Cooperación Internacional ANUAL Gasto Corriente,"655.000,00"
1082,1083,UDAL,UDAL,2023,320,"LANKIDETZA, BIZIKIDETZA ETA JAIAK","COOPERACIÓN, CONVIVENCIA Y FIESTAS",3200,"LANKIDETZA, BIZIKIDETZA ETA JAIAK","COOPERACIÓN, CONVIVENCIA Y FIESTAS",2,BABES ETA SUSTAPEN SOZIALEKO JARDUKETAK,ACTUACIONES DE PROTECCIÓN Y PROMOCIÓN SOCIAL,23,GIZARTE-ZERBITZUAK ETA GIZARTE-SUSTAPENA,SERVICIOS SOCIALES Y PROMOCIÓN SOCIAL,231,LEHEN MAILAKO GIZARTE-LAGUNTZA,ASISTENCIA SOCIAL PRIMARIA,2319,NAZIOARTEKO GARAPENERAKO LANKIDETZARAKO LAGUNTZAK,AYUDAS A LA COOPERACIÓN DESARROLLO INTERNACIONAL,4,TRANSFERENTZIA ARRUNTAK,TRANSFERENCIAS CORRIENTES,48,TRANSFERENTZIA ARRUNTAK FAMILIEI ETA IRABAZI ASMORIK GABEKO ERAKUNDEETARA,TRANSFERENCIAS CORRIENTES A FAMILIAS E INSTITUCION,481,TRANSFERENTZIA ARRUNTAK IRABAZI ASMORIK GABEKO ERAKUNDEETARA,TRANSFERENCIAS CORRIENTES A INSTITUCIONES SIN FINE,48199,BESTE TRANSFERENTZIA ARRUNT BATZUK IRABAZI ASMORIK GABEKO ERAKUNDEETARA,OTRAS TRANSFERENCIAS CORRIENTES A INSTITUCIONES SI,2023/00224,Euskal Fondoa. Laguntza gastu arrunten proiektuei/ Euskal Fondoa. Apoyo a proyectos de Gasto Corriente,"25.000,00"
1083,1084,UDAL,UDAL,2023,320,"LANKIDETZA, BIZIKIDETZA ETA JAIAK","COOPERACIÓN, CONVIVENCIA Y FIESTAS",3200,"LANKIDETZA, BIZIKIDETZA ETA JAIAK","COOPERACIÓN, CONVIVENCIA Y FIESTAS",2,BABES ETA SUSTAPEN SOZIALEKO JARDUKETAK,ACTUACIONES DE PROTECCIÓN Y PROMOCIÓN SOCIAL,23,GIZARTE-ZERBITZUAK ETA GIZARTE-SUSTAPENA,SERVICIOS SOCIALES Y PROMOCIÓN SOCIAL,231,LEHEN MAILAKO GIZARTE-LAGUNTZA,ASISTENCIA SOCIAL PRIMARIA,2319,NAZIOARTEKO GARAPENERAKO LANKIDETZARAKO LAGUNTZAK,AYUDAS A LA COOPERACIÓN DESARROLLO INTERNACIONAL,4,TRANSFERENTZIA ARRUNTAK,TRANSFERENCIAS CORRIENTES,48,TRANSFERENTZIA ARRUNTAK FAMILIEI ETA IRABAZI ASMORIK GABEKO ERAKUNDEETARA,TRANSFERENCIAS CORRIENTES A FAMILIAS E INSTITUCION,481,TRANSFERENTZIA ARRUNTAK IRABAZI ASMORIK GABEKO ERAKUNDEETARA,TRANSFERENCIAS CORRIENTES A INSTITUCIONES SIN FINE,48199,BESTE TRANSFERENTZIA ARRUNT BATZUK IRABAZI ASMORIK GABEKO ERAKUNDEETARA,OTRAS TRANSFERENCIAS CORRIENTES A INSTITUCIONES SI,2023/00231,UNESCO Etxeari laguntzea Agenda 2030 delakoarekin zerikusia duten programak egikaritzeko/ Apoyo UNESCO Etxea implementación programas vinculados Agenda 2030,"30.000,00"
1084,1085,UDAL,UDAL,2023,320,"LANKIDETZA, BIZIKIDETZA ETA JAIAK","COOPERACIÓN, CONVIVENCIA Y FIESTAS",3200,"LANKIDETZA, BIZIKIDETZA ETA JAIAK","COOPERACIÓN, CONVIVENCIA Y FIESTAS",2,BABES ETA SUSTAPEN SOZIALEKO JARDUKETAK,ACTUACIONES DE PROTECCIÓN Y PROMOCIÓN SOCIAL,23,GIZARTE-ZERBITZUAK ETA GIZARTE-SUSTAPENA,SERVICIOS SOCIALES Y PROMOCIÓN SOCIAL,231,LEHEN MAILAKO GIZARTE-LAGUNTZA,ASISTENCIA SOCIAL PRIMARIA,2319,NAZIOARTEKO GARAPENERAKO LANKIDETZARAKO LAGUNTZAK,AYUDAS A LA COOPERACIÓN DESARROLLO INTERNACIONAL,7,KAPITAL TRANSFERENTZIAK,TRANSFERENCIAS DE CAPITAL,78,KAPITAL TRANSFERENTZIAK FAMILIEI ETA IRABAZIZKO XEDERIK GABEKO ERAKUNDEEI,TRANSFERENCIAS DE CAPITAL A FAMILIAS E INSTITUCION,781,KAPITAL TRANSFERENTZIAK IRABAZI ASMORIK GABEKO ERAKUNDEEI,TRANSFERENCIAS DE CAPITAL A INSTITUCIONES SIN FINE,78199,KAPITAL TRANSFERENTZIAK IRABAZI ASMORIK GABEKO ERAKUNDEEI,TRANSFERENCIAS DE CAPITAL A INSTITUCIONES SIN FINE,2017/00317,Lankidetza eta garapeneko hainbat urtetarako proiektuak (inbertsioa)/ Convocatoria Cooperación Internacional para proyectos pluranuales (inversión),"500.000,00"
1085,1086,UDAL,UDAL,2023,320,"LANKIDETZA, BIZIKIDETZA ETA JAIAK","COOPERACIÓN, CONVIVENCIA Y FIESTAS",3200,"LANKIDETZA, BIZIKIDETZA ETA JAIAK","COOPERACIÓN, CONVIVENCIA Y FIESTAS",2,BABES ETA SUSTAPEN SOZIALEKO JARDUKETAK,ACTUACIONES DE PROTECCIÓN Y PROMOCIÓN SOCIAL,23,GIZARTE-ZERBITZUAK ETA GIZARTE-SUSTAPENA,SERVICIOS SOCIALES Y PROMOCIÓN SOCIAL,231,LEHEN MAILAKO GIZARTE-LAGUNTZA,ASISTENCIA SOCIAL PRIMARIA,2319,NAZIOARTEKO GARAPENERAKO LANKIDETZARAKO LAGUNTZAK,AYUDAS A LA COOPERACIÓN DESARROLLO INTERNACIONAL,7,KAPITAL TRANSFERENTZIAK,TRANSFERENCIAS DE CAPITAL,78,KAPITAL TRANSFERENTZIAK FAMILIEI ETA IRABAZIZKO XEDERIK GABEKO ERAKUNDEEI,TRANSFERENCIAS DE CAPITAL A FAMILIAS E INSTITUCION,781,KAPITAL TRANSFERENTZIAK IRABAZI ASMORIK GABEKO ERAKUNDEEI,TRANSFERENCIAS DE CAPITAL A INSTITUCIONES SIN FINE,78199,KAPITAL TRANSFERENTZIAK IRABAZI ASMORIK GABEKO ERAKUNDEEI,TRANSFERENCIAS DE CAPITAL A INSTITUCIONES SIN FINE,2023/00223,Nazioarteko lankidetzako urteko diru-laguntzen deialdia 2023(inbertsioa)/ Convocatoria de Subvenciones 2023 de Cooperación Internacional ANUAL Inversión,"665.000,00"
1086,1087,UDAL,UDAL,2023,320,"LANKIDETZA, BIZIKIDETZA ETA JAIAK","COOPERACIÓN, CONVIVENCIA Y FIESTAS",3200,"LANKIDETZA, BIZIKIDETZA ETA JAIAK","COOPERACIÓN, CONVIVENCIA Y FIESTAS",2,BABES ETA SUSTAPEN SOZIALEKO JARDUKETAK,ACTUACIONES DE PROTECCIÓN Y PROMOCIÓN SOCIAL,23,GIZARTE-ZERBITZUAK ETA GIZARTE-SUSTAPENA,SERVICIOS SOCIALES Y PROMOCIÓN SOCIAL,231,LEHEN MAILAKO GIZARTE-LAGUNTZA,ASISTENCIA SOCIAL PRIMARIA,2319,NAZIOARTEKO GARAPENERAKO LANKIDETZARAKO LAGUNTZAK,AYUDAS A LA COOPERACIÓN DESARROLLO INTERNACIONAL,7,KAPITAL TRANSFERENTZIAK,TRANSFERENCIAS DE CAPITAL,78,KAPITAL TRANSFERENTZIAK FAMILIEI ETA IRABAZIZKO XEDERIK GABEKO ERAKUNDEEI,TRANSFERENCIAS DE CAPITAL A FAMILIAS E INSTITUCION,781,KAPITAL TRANSFERENTZIAK IRABAZI ASMORIK GABEKO ERAKUNDEEI,TRANSFERENCIAS DE CAPITAL A INSTITUCIONES SIN FINE,78199,KAPITAL TRANSFERENTZIAK IRABAZI ASMORIK GABEKO ERAKUNDEEI,TRANSFERENCIAS DE CAPITAL A INSTITUCIONES SIN FINE,2023/00225,Euskal Fondoa. Inbertsio-proiektuak/ Euskal Fondoa. Proyectos de Inversión,"275.000,00"
1087,1088,UDAL,UDAL,2023,320,"LANKIDETZA, BIZIKIDETZA ETA JAIAK","COOPERACIÓN, CONVIVENCIA Y FIESTAS",3200,"LANKIDETZA, BIZIKIDETZA ETA JAIAK","COOPERACIÓN, CONVIVENCIA Y FIESTAS",2,BABES ETA SUSTAPEN SOZIALEKO JARDUKETAK,ACTUACIONES DE PROTECCIÓN Y PROMOCIÓN SOCIAL,23,GIZARTE-ZERBITZUAK ETA GIZARTE-SUSTAPENA,SERVICIOS SOCIALES Y PROMOCIÓN SOCIAL,231,LEHEN MAILAKO GIZARTE-LAGUNTZA,ASISTENCIA SOCIAL PRIMARIA,2319,NAZIOARTEKO GARAPENERAKO LANKIDETZARAKO LAGUNTZAK,AYUDAS A LA COOPERACIÓN DESARROLLO INTERNACIONAL,7,KAPITAL TRANSFERENTZIAK,TRANSFERENCIAS DE CAPITAL,78,KAPITAL TRANSFERENTZIAK FAMILIEI ETA IRABAZIZKO XEDERIK GABEKO ERAKUNDEEI,TRANSFERENCIAS DE CAPITAL A FAMILIAS E INSTITUCION,781,KAPITAL TRANSFERENTZIAK IRABAZI ASMORIK GABEKO ERAKUNDEEI,TRANSFERENCIAS DE CAPITAL A INSTITUCIONES SIN FINE,78199,KAPITAL TRANSFERENTZIAK IRABAZI ASMORIK GABEKO ERAKUNDEEI,TRANSFERENCIAS DE CAPITAL A INSTITUCIONES SIN FINE,2023/00226,Nazioarteko lankidetza arloko beste elkarlan batzuk/ Otras colaboraciones en el ámbito de Cooperación al Desarrollo,"30.000,00"
1088,1089,UDAL,UDAL,2023,320,"LANKIDETZA, BIZIKIDETZA ETA JAIAK","COOPERACIÓN, CONVIVENCIA Y FIESTAS",3200,"LANKIDETZA, BIZIKIDETZA ETA JAIAK","COOPERACIÓN, CONVIVENCIA Y FIESTAS",3, LEHENTASUNEZKO ONDASUN PUBLIKOEN EKOIZPENA,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFEREN,32,HEZKUNTZA,EDUCACIÓN,327,HERRITARREN BIZIKIDETZA SUSTATZEA,FOMENTO DE LA CONVIVENCIA CIUDADANA,3271,HERRITARREN BIZIKIDETZA SUSTATZEA,FOMENTO DE LA CONVIVENCIA CIUDADANA,2,ONDASUN ARRUNT ETA ZERBITZUENGATIKO GASTUAK,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALA, HORNIDURAK ETA BESTELAKOAK","MATERIAL, SUMINISTROS Y OTROS",227,KANPOKO ENPRESEK EGINDAKO LANAK,TRABAJOS REALIZADOS POR OTRAS EMPRESAS EXTERNAS,22757,BITARTEKOTZA ZERBITZUA,SERVICIOS DE MEDIACIÓN,2012/00064,Bizikidetzaren Behatokia/ Observatorio de la convivencia,"122.032,00"
1089,1090,UDAL,UDAL,2023,320,"LANKIDETZA, BIZIKIDETZA ETA JAIAK","COOPERACIÓN, CONVIVENCIA Y FIESTAS",3200,"LANKIDETZA, BIZIKIDETZA ETA JAIAK","COOPERACIÓN, CONVIVENCIA Y FIESTAS",3, LEHENTASUNEZKO ONDASUN PUBLIKOEN EKOIZPENA,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFEREN,33,KULTURA,CULTURA,338,HERRI-JAIAK ETA OSPAKIZUNAK,FIESTAS POPULARES Y FESTEJOS,3381,JAI HERRIKOIAK,FESTEJOS POPULARES,1,PERTSONAL GASTUAK,GASTOS DE PERSONAL,10,GOI-KARGUEN SOLDATAK,RETRIBUCIONES DE ALTOS CARGOS,100,GOI KARGUEN OINARRIZKO SOLDATAK ETA BESTELAKO LANSARIAK,RETRIBUCIONES BASICAS Y OTRAS REMUNERACIONES DE AL,10001,GOI KARGUEN OINARRIZKO SOLDATAK ETA BESTELAKO LANSARIAK,RETRIBUCIONES BASICAS Y OTRAS REMUNERACIONES DE AL,9999/99999,GENERIKOA/ GENÉRICO,"89.888,00"
1090,1091,UDAL,UDAL,2023,320,"LANKIDETZA, BIZIKIDETZA ETA JAIAK","COOPERACIÓN, CONVIVENCIA Y FIESTAS",3200,"LANKIDETZA, BIZIKIDETZA ETA JAIAK","COOPERACIÓN, CONVIVENCIA Y FIESTAS",3, LEHENTASUNEZKO ONDASUN PUBLIKOEN EKOIZPENA,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFEREN,33,KULTURA,CULTURA,338,HERRI-JAIAK ETA OSPAKIZUNAK,FIESTAS POPULARES Y FESTEJOS,3381,JAI HERRIKOIAK,FESTEJOS POPULARES,1,PERTSONAL GASTUAK,GASTOS DE PERSONAL,11,KABINETEETAKO ALDI BATERAKO PERTSONALAREN SOLDATAK,RETRIBUCIONES DEL PERSONAL EVENTUAL DE GABINETES,110,KABINETEETAKO ALDI BAT. PERTSONALAREN OINARRIZKO SOLDATAK ETA BESTE LANSARIAK,RETRIBUCIONES BASICAS Y OTRAS REMUNERACIONES DEL P,11001,KABINETEETAKO ALDI BAT. PERTSONALAREN OINARRIZKO SOLDATAK ETA BESTE LANSARIAK,RETRIBUCIONES BASICAS Y OTRAS REMUNERACIONES DEL P,9999/99999,GENERIKOA/ GENÉRICO,"81.617,00"
1091,1092,UDAL,UDAL,2023,320,"LANKIDETZA, BIZIKIDETZA ETA JAIAK","COOPERACIÓN, CONVIVENCIA Y FIESTAS",3200,"LANKIDETZA, BIZIKIDETZA ETA JAIAK","COOPERACIÓN, CONVIVENCIA Y FIESTAS",3, LEHENTASUNEZKO ONDASUN PUBLIKOEN EKOIZPENA,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFEREN,33,KULTURA,CULTURA,338,HERRI-JAIAK ETA OSPAKIZUNAK,FIESTAS POPULARES Y FESTEJOS,3381,JAI HERRIKOIAK,FESTEJOS POPULARES,1,PERTSONAL GASTUAK,GASTOS DE PERSONAL,12,FUNTZIONARIOEN SOLDATAK,RETRIBUCIONES DEL PERSONAL FUNCIONARIO,120,FUNTZIONARIOEN OINARRIZKO SOLDATAK,RETRIBUCIONES BASICAS DEL PERSONAL FUNCIONARIO,12001,FUNTZIONARIOEN OINARRIZKO SOLDATAK,RETRIBUCIONES BASICAS DEL PERSONAL FUNCIONARIO,9999/99999,GENERIKOA/ GENÉRICO,"124.198,00"
1092,1093,UDAL,UDAL,2023,320,"LANKIDETZA, BIZIKIDETZA ETA JAIAK","COOPERACIÓN, CONVIVENCIA Y FIESTAS",3200,"LANKIDETZA, BIZIKIDETZA ETA JAIAK","COOPERACIÓN, CONVIVENCIA Y FIESTAS",3, LEHENTASUNEZKO ONDASUN PUBLIKOEN EKOIZPENA,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFEREN,33,KULTURA,CULTURA,338,HERRI-JAIAK ETA OSPAKIZUNAK,FIESTAS POPULARES Y FESTEJOS,3381,JAI HERRIKOIAK,FESTEJOS POPULARES,1,PERTSONAL GASTUAK,GASTOS DE PERSONAL,12,FUNTZIONARIOEN SOLDATAK,RETRIBUCIONES DEL PERSONAL FUNCIONARIO,121,FUNTZIONARIOEN ORDAINSARI OSAGARRIAK,RETRIBUCIONES COMPLEMENTARIAS DEL PERSONAL FUNCION,12101,LANTOKI OSAGARRIA,COMPLEMENTO DE DESTINO,9999/99999,GENERIKOA/ GENÉRICO,"51.854,00"
1093,1094,UDAL,UDAL,2023,320,"LANKIDETZA, BIZIKIDETZA ETA JAIAK","COOPERACIÓN, CONVIVENCIA Y FIESTAS",3200,"LANKIDETZA, BIZIKIDETZA ETA JAIAK","COOPERACIÓN, CONVIVENCIA Y FIESTAS",3, LEHENTASUNEZKO ONDASUN PUBLIKOEN EKOIZPENA,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFEREN,33,KULTURA,CULTURA,338,HERRI-JAIAK ETA OSPAKIZUNAK,FIESTAS POPULARES Y FESTEJOS,3381,JAI HERRIKOIAK,FESTEJOS POPULARES,1,PERTSONAL GASTUAK,GASTOS DE PERSONAL,12,FUNTZIONARIOEN SOLDATAK,RETRIBUCIONES DEL PERSONAL FUNCIONARIO,121,FUNTZIONARIOEN ORDAINSARI OSAGARRIAK,RETRIBUCIONES COMPLEMENTARIAS DEL PERSONAL FUNCION,12102,OSAGARRI BEREZIA,COMPLEMENTO ESPECIFICO,9999/99999,GENERIKOA/ GENÉRICO,"171.558,00"
1094,1095,UDAL,UDAL,2023,320,"LANKIDETZA, BIZIKIDETZA ETA JAIAK","COOPERACIÓN, CONVIVENCIA Y FIESTAS",3200,"LANKIDETZA, BIZIKIDETZA ETA JAIAK","COOPERACIÓN, CONVIVENCIA Y FIESTAS",3, LEHENTASUNEZKO ONDASUN PUBLIKOEN EKOIZPENA,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFEREN,33,KULTURA,CULTURA,338,HERRI-JAIAK ETA OSPAKIZUNAK,FIESTAS POPULARES Y FESTEJOS,3381,JAI HERRIKOIAK,FESTEJOS POPULARES,1,PERTSONAL GASTUAK,GASTOS DE PERSONAL,12,FUNTZIONARIOEN SOLDATAK,RETRIBUCIONES DEL PERSONAL FUNCIONARIO,121,FUNTZIONARIOEN ORDAINSARI OSAGARRIAK,RETRIBUCIONES COMPLEMENTARIAS DEL PERSONAL FUNCION,12103,PRODUKTIBITATE OSAGARRIA,COMPLEMENTO DE PRODUCTIVIDAD,9999/99999,GENERIKOA/ GENÉRICO,"19.535,00"
1095,1096,UDAL,UDAL,2023,320,"LANKIDETZA, BIZIKIDETZA ETA JAIAK","COOPERACIÓN, CONVIVENCIA Y FIESTAS",3200,"LANKIDETZA, BIZIKIDETZA ETA JAIAK","COOPERACIÓN, CONVIVENCIA Y FIESTAS",3, LEHENTASUNEZKO ONDASUN PUBLIKOEN EKOIZPENA,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFEREN,33,KULTURA,CULTURA,338,HERRI-JAIAK ETA OSPAKIZUNAK,FIESTAS POPULARES Y FESTEJOS,3381,JAI HERRIKOIAK,FESTEJOS POPULARES,1,PERTSONAL GASTUAK,GASTOS DE PERSONAL,16,"ENPLEGUEMAILEAREN KARGURAKO GIZARTE KUOTA, PRESTAZIO ETA GASTUAK","CUOTAS, PRESTACIONES Y GASTOS SOCIALES A CARGO DEL",160,KUOTA SOZIALAK ENPLEGATZAILEAREN KONTURA,CUOTAS SOCIALES A CARGO DEL EMPLEADOR,16001,GIZARTE SEGURANTZA,SEGURIDAD SOCIAL,9999/99999,GENERIKOA/ GENÉRICO,"136.628,00"
1096,1097,UDAL,UDAL,2023,320,"LANKIDETZA, BIZIKIDETZA ETA JAIAK","COOPERACIÓN, CONVIVENCIA Y FIESTAS",3200,"LANKIDETZA, BIZIKIDETZA ETA JAIAK","COOPERACIÓN, CONVIVENCIA Y FIESTAS",3, LEHENTASUNEZKO ONDASUN PUBLIKOEN EKOIZPENA,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFEREN,33,KULTURA,CULTURA,338,HERRI-JAIAK ETA OSPAKIZUNAK,FIESTAS POPULARES Y FESTEJOS,3381,JAI HERRIKOIAK,FESTEJOS POPULARES,1,PERTSONAL GASTUAK,GASTOS DE PERSONAL,16,"ENPLEGUEMAILEAREN KARGURAKO GIZARTE KUOTA, PRESTAZIO ETA GASTUAK","CUOTAS, PRESTACIONES Y GASTOS SOCIALES A CARGO DEL",160,KUOTA SOZIALAK ENPLEGATZAILEAREN KONTURA,CUOTAS SOCIALES A CARGO DEL EMPLEADOR,16004,ELKARKIDETZAKO KUOTAK,CUOTAS ELKARKIDETZA,9999/99999,GENERIKOA/ GENÉRICO,"6.141,00"
1097,1098,UDAL,UDAL,2023,320,"LANKIDETZA, BIZIKIDETZA ETA JAIAK","COOPERACIÓN, CONVIVENCIA Y FIESTAS",3200,"LANKIDETZA, BIZIKIDETZA ETA JAIAK","COOPERACIÓN, CONVIVENCIA Y FIESTAS",3, LEHENTASUNEZKO ONDASUN PUBLIKOEN EKOIZPENA,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFEREN,33,KULTURA,CULTURA,338,HERRI-JAIAK ETA OSPAKIZUNAK,FIESTAS POPULARES Y FESTEJOS,3381,JAI HERRIKOIAK,FESTEJOS POPULARES,2,ONDASUN ARRUNT ETA ZERBITZUENGATIKO GASTUAK,GASTOS EN BIENES CORRIENTES Y SERVICIOS,20,ERRENTAMENDUAK,ARRENDAMIENTOS,201,ERAIKINEN ETA BESTELAKO ERAIKUNTZEN ERRENTAMENDUA,ARRENDAMIENTO DE EDIFICIOS Y OTRAS CONSTRUCCIONES,20101,ERAIKINEN ETA BESTELAKO ERAIKUNTZEN ERRENTAMENDUA,ARRENDAMIENTO DE EDIFICIOS Y OTRAS CONSTRUCCIONES,2012/00015,Aste Nagusia/ Aste Nagusia,"10.000,00"
1098,1099,UDAL,UDAL,2023,320,"LANKIDETZA, BIZIKIDETZA ETA JAIAK","COOPERACIÓN, CONVIVENCIA Y FIESTAS",3200,"LANKIDETZA, BIZIKIDETZA ETA JAIAK","COOPERACIÓN, CONVIVENCIA Y FIESTAS",3, LEHENTASUNEZKO ONDASUN PUBLIKOEN EKOIZPENA,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFEREN,33,KULTURA,CULTURA,338,HERRI-JAIAK ETA OSPAKIZUNAK,FIESTAS POPULARES Y FESTEJOS,3381,JAI HERRIKOIAK,FESTEJOS POPULARES,2,ONDASUN ARRUNT ETA ZERBITZUENGATIKO GASTUAK,GASTOS EN BIENES CORRIENTES Y SERVICIOS,20,ERRENTAMENDUAK,ARRENDAMIENTOS,209,BESTELAKO IBILGETU MATERIALAREN ERRENTAMENDUA,ARRENDAMIENTO DE OTRO INMOVILIZADO MATERIAL,20901,BESTELAKO IBILGETU MATERIALAREN ERRENTAMENDUA,ARRENDAMIENTO DE OTRO INMOVILIZADO MATERIAL,2012/00015,Aste Nagusia/ Aste Nagusia,"325.000,00"
